,Longitude,Latitude,Solar Energy Potential,Wind Power Density,Port Code,Port Long.,Port Lat.,Gen-Port Direct Dist.,Gen-Port Driving Dist.,Country,ISO_A3,Continent,H2_Region,Is_Offshore,Offshore_Zone,Shipping Dist.,NH3 Cost,LOHC Cost,H2 Liq Cost,H2 Gas Cost,Transport Cost per kg H2,Cheapest Medium,Direct Dist.,Driving Dist.,Yearly Transport Cost,Solar Array Size,Solar CapEx,Yearly Cost Solar,Elec Cost Solar,Wind Turbine Power,No. of Turbines,Wind CapEx,Yearly Cost Wind,Elec Cost Wind,Cheaper source,Yearly Cost Electrolyser,Yearly gen. cost,Gen. cost per kg H2,Total Yearly Cost,Total Cost per kg H2,country_cap_kt,within_cap,cap_rank,Year
0,-159.0,56.0,1063.974986076355,472.33026,4944,-152.4157358174603,57.783555,447.5045175597334,491.8272,United States of America,USA,North America,North America,,,2827.3686488189364,2.012992833052267,2.7322695225209426,4.477317629656085,,2.012992833052267,NH3,9337.559436742484,,5032482082.630667,116582718.12182368,60083748046.71082,7374116940.347633,59.448982511913556,1.4838692748841569,13932.167969007316,29772301711.713844,3573948750.141876,28.81261830594776,Wind,1849402257.177522,5423351007.319398,2.169340402927759,10455833089.950066,4.1823332359800265,3981.274103352423,True,321.0,2035
1,-159.0,59.0,1079.3050062656405,369.35553,4944,-152.4157358174603,57.783555,408.0202428992612,,United States of America,USA,North America,North America,,,2827.3686488189364,,,,,,NH3,9027.95638212686,,,114926823.43760179,59230342322.4189,7269377908.361841,58.60459274549027,1.1603646196107644,17816.39635709501,38072691123.08199,4293693275.732013,34.61508659618299,Wind,1849402257.177522,6143095532.909535,2.457238213163814,,,3981.274103352423,True,5804.0,2035
2,-135.0,57.0,917.9750382900238,958.34094,3146,-130.00012658113093,55.90287,331.53387693717167,1852.1911,Ocean / International,CAN,North America,North America,,,1569.386846029477,3.0874682734145082,4.616740945949438,8.467048784003747,,3.0874682734145082,NH3,8482.074701911366,,7718670683.53627,135124693.71876493,69639807538.2276,8963922953.300545,72.2657510315781,2.5132741228718345,8225.730648956122,17577948760.365307,2616647775.71929,21.09500691634546,Wind,1862253498.1887765,4478901273.908066,1.7915605095632263,12197571957.444336,4.879028782977734,4345.61973310041,True,1706.0,2035
3,-128.0,55.0,999.0049958229064,1433.1104,3679,-128.6718224560537,53.977895,121.8188056016047,207.8273,Canada,CAN,North America,North America,,,1531.853991161517,1.7714108921930833,2.313807645594246,3.530283775929235,,1.7714108921930833,NH3,8350.733385208914,,4428527230.482709,124164640.22608325,63991276578.907936,8236853219.644545,66.40422805456122,2.5132741228718345,8225.730648956122,17577948760.365307,2616647775.71929,21.09500691634546,Wind,1862253498.1887765,4478901273.908066,1.7915605095632263,8907428504.390774,3.5629714017563097,4345.61973310041,True,108.0,2035
4,-126.0,55.0,1163.9849603176117,77.40454,3679,-128.6718224560537,53.977895,207.16071533791597,422.9948,Canada,CAN,North America,North America,,,1531.853991161517,1.9435448921930834,2.6150421455942454,4.1757862759292355,,1.9435448921930834,NH3,8259.307115676635,,4858862230.482709,106565892.27455688,54921332466.33248,7069384740.194214,56.99227896567395,0.24317353421849724,85015.48512742145,181673568608.4078,17780171016.12834,143.3409700913715,Solar,1862253498.1887765,8931638238.38299,3.572655295353196,13790500468.8657,5.516200187546279,4345.61973310041,True,2902.0,2035
5,-125.0,49.0,1168.7299644947052,74.20218,149,-125.00189345292245,48.99731080513448,0.3295997986872414,0.0,Canada,CAN,North America,North America,,,1276.1199677662548,1.6008788898841217,2.016631864316788,2.6800046992924615,,1.6008788898841217,NH3,8672.988744787363,,4002197224.7103043,106133238.35163201,54698353711.71746,7040683276.947137,56.7608922382265,0.2331130235683475,88684.51734389605,189514095250.19672,18504687661.11806,149.18191046511524,Solar,1862253498.1887765,8902936775.135914,3.5611747100543654,12905133999.846218,5.162053599938487,4345.61973310041,True,2305.0,2035
6,-125.0,54.0,1163.2550132274628,239.63728,3679,-128.6718224560537,53.977895,240.8319630722674,481.9606,Canada,CAN,North America,North America,,,1531.853991161517,1.9907175321930832,2.6975942655942458,4.352683675929235,,1.9907175321930832,NH3,8288.835341844135,,4976793830.482709,106632762.7905576,54955795818.19002,7073820806.887733,57.02804184459465,0.7528427183742403,27460.604289803727,58681850371.07851,6414920806.54554,51.71609264249855,Wind,1862253498.1887765,8277174304.734316,3.3108697218937264,13253968135.217026,5.30158725408681,4345.61973310041,True,2572.0,2035
7,-124.0,45.0,1292.099986076355,257.66876,3837,-123.9061330086587,46.18408,131.80625344692854,171.9273,Ocean / International,USA,North America,North America,,,811.2908376871048,1.7278513715596173,2.2419115685489435,3.327604946769254,,1.7278513715596173,NH3,8927.649686480703,,4319628428.899044,95999610.88698666,49475741568.21997,6072189500.409254,48.9530462208587,0.8094902834755917,25538.93036612159,54575335435.66648,5724672873.565859,46.15142128882471,Wind,1849402257.177522,7574075130.743381,3.0296300522973523,11893703559.642426,4.757481423856969,3981.274103352423,True,1400.0,2035
8,-124.0,52.0,1376.0499930381775,239.30109,2283,-123.90600187203916,49.17560352478176,314.2572302797283,948.8323,Canada,CAN,North America,North America,,,1097.6824508005077,2.35642727028773,3.3398698738297035,5.70318603054372,,2.35642727028773,NH3,8391.755511965062,,5891068175.719325,90142870.1849276,46457327360.809586,5979911745.878402,48.209117332868395,0.7517865463400301,27499.183222127805,58764291496.92649,6422538913.164833,51.777508631809255,Solar,1862253498.1887765,7842165244.067179,3.1368660976268714,13733233419.786503,5.493293367914601,4345.61973310041,True,2865.0,2035
9,-124.0,54.0,1240.2700006961825,151.76865,4295,-127.11577535720149,50.599415,433.904714189744,1335.193,Canada,CAN,North America,North America,,,2248.198726881724,2.682294526552129,3.9051790909635455,6.971309467695813,,2.682294526552129,NH3,8240.766780394237,,6705736316.380322,100011365.12274328,51543296988.180664,6634569498.307644,53.48686619287223,0.4767952758852406,43359.313792175766,92656546712.98877,9554408003.36082,77.02614955774047,Solar,1862253498.1887765,8496822996.49642,3.398729198598568,15202559312.876743,6.081023725150697,4345.61973310041,True,3525.0,2035
